,names,matches,innings,notouts,runs,balls,high_score,avg,strike_rate,fours,sixes,fiftys,hundreds,season
0,David Warner,14,14,1,562,359,91,43.23,156.54,65,21,0,7,2015
1,Lendl Simmons,13,13,1,540,441,71,45.0,122.44,56,21,0,6,2015
2,Ajinkya Rahane,14,13,2,540,413,91,49.09,130.75,53,13,0,4,2015
3,AB de Villiers,16,14,3,513,293,133,46.63,175.08,60,22,1,2,2015
4,Virat Kohli,16,16,5,505,386,82,45.9,130.82,35,23,0,3,2015
5,Chris Gayle,14,14,2,491,333,117,40.91,147.44,39,38,1,2,2015
6,Rohit Sharma,16,16,2,482,333,98,34.42,144.74,41,21,0,3,2015
7,Shreyas Iyer,14,14,1,439,342,83,33.76,128.36,41,21,0,4,2015
8,Brendon McCullum,14,14,1,436,280,100,33.53,155.71,51,23,1,2,2015
9,Kieron Pollard,16,14,3,419,256,70,38.09,163.67,28,28,0,2,2015
10,JP Duminy,14,13,3,414,315,78,41.4,131.42,27,20,0,4,2015
11,Dwayne Smith,16,16,0,399,335,62,24.93,119.1,52,16,0,2,2015
12,Faf du Plessis,17,15,2,380,304,55,29.23,125.0,37,5,0,1,2015
13,Suresh Raina,17,17,2,374,304,62,24.93,123.02,31,16,0,2,2015
14,MS Dhoni,17,17,5,372,305,53,31.0,121.96,27,17,0,1,2015
15,Robin Uthappa,13,13,1,364,277,80,30.33,131.4,42,7,0,1,2015
16,David Miller,13,13,2,357,266,89,32.45,134.21,21,21,0,2,2015
17,Shikhar Dhawan,14,14,1,353,286,54,27.15,123.42,45,6,0,3,2015
18,Shane Watson,10,9,1,347,257,104,43.37,135.01,37,14,1,1,2015
19,Parthiv Patel,14,14,1,339,246,59,26.07,137.8,47,5,0,2,2015
20,Gautam Gambhir,13,13,0,327,278,60,25.15,117.62,41,4,0,3,2015
21,Andre Russell,13,11,2,326,169,66,36.22,192.89,35,19,0,3,2015
22,Yusuf Pathan,13,12,5,312,231,52,44.57,135.06,29,12,0,1,2015
23,Steve Smith,14,12,1,293,221,79,26.63,132.57,33,3,0,2,2015
24,Moises Henriques,9,9,2,287,211,74,41.0,136.01,19,13,0,2,2015
25,Ambati Rayudu,15,14,5,281,193,53,31.22,145.59,18,16,0,1,2015
26,George Bailey,13,13,2,259,190,61,23.54,136.31,22,7,0,2,2015
27,Murali Vijay,11,11,0,251,228,39,22.81,110.08,27,8,0,0,2015
28,Wriddhiman Saha,14,13,0,249,197,42,19.15,126.39,16,10,0,0,2015
29,Yuvraj Singh,14,13,0,248,210,57,19.07,118.09,23,10,0,2,2015
30,Manish Pandey,13,12,1,225,184,40,20.45,122.28,22,7,0,0,2015
31,Mayank Agarwal,10,10,1,213,177,68,23.66,120.33,23,7,0,2,2015
32,Axar Patel,14,12,3,206,174,40,22.88,118.39,13,8,0,0,2015
33,Sanju Samson,14,11,1,204,163,76,20.4,125.15,16,8,0,1,2015
34,Dwayne Bravo,17,14,5,195,148,62,21.66,131.75,22,5,0,1,2015
35,Kedar Jadhav,14,12,4,189,140,63,23.62,135.0,16,7,0,1,2015
36,Eoin Morgan,9,9,1,187,151,63,23.37,123.84,11,11,0,1,2015
37,Karun Nair,14,12,1,181,145,61,16.45,124.82,18,5,0,1,2015
38,Suryakumar Yadav,13,13,4,157,113,46,17.44,138.93,12,8,0,0,2015
39,Mandeep Singh,14,9,2,157,100,54,22.42,157.0,17,6,0,1,2015
40,Deepak Hooda,14,9,0,151,95,54,16.77,158.94,6,11,0,1,2015
41,Ravi Bopara,9,8,3,145,120,41,29.0,120.83,6,6,0,0,2015
42,Glenn Maxwell,11,11,0,145,112,43,13.18,129.46,13,8,0,0,2015
43,Angelo Mathews,11,10,3,144,104,28,20.57,138.46,12,6,0,0,2015
44,James Faulkner,13,11,3,144,109,46,18.0,132.11,12,5,0,0,2015
45,KL Rahul,9,8,3,142,126,44,28.4,112.69,8,5,0,0,2015
46,Dinesh Karthik,16,11,0,141,117,28,12.81,120.51,15,4,0,0,2015
47,Naman Ojha,14,11,1,137,121,28,13.7,113.22,12,4,0,0,2015
48,Ravindra Jadeja,17,12,5,132,126,24,18.85,104.76,7,3,0,0,2015
49,David Wiese,14,7,3,122,86,47,30.5,141.86,12,4,0,0,2015
50,Quinton de Kock,3,3,0,122,77,69,40.66,158.44,18,4,0,2,2015
51,Harbhajan Singh,15,10,3,117,73,64,16.71,160.27,9,9,0,1,2015
52,Pawan Negi,10,9,1,116,73,36,14.5,158.9,10,5,0,0,2015
53,Corey Anderson,4,4,1,114,97,55,38.0,117.52,11,6,0,2,2015
54,Hardik Pandya,9,8,3,112,62,61,22.4,180.64,9,8,0,1,2015
55,Sarfaraz Khan,13,8,4,111,71,45,27.75,156.33,12,2,0,0,2015
56,Saurabh Tiwary,7,6,6,109,78,28,0.0,139.74,9,5,0,0,2015
57,Karn Sharma,14,9,3,104,85,32,17.33,122.35,3,6,0,0,2015
58,Unmukt Chand,6,5,0,102,83,58,20.4,122.89,13,2,0,1,2015
59,Virender Sehwag,8,8,0,99,84,47,12.37,117.85,12,3,0,0,2015
60,Albie Morkel,4,3,2,86,65,73,86.0,132.3,9,2,0,1,2015
61,Manan Vohra,7,7,0,82,81,39,11.71,101.23,4,5,0,0,2015
62,Shaun Marsh,4,4,0,81,58,65,20.25,139.65,7,3,0,1,2015
63,Michael Hussey,4,4,0,77,70,56,19.25,110.0,5,3,0,1,2015
64,Chris Morris,11,7,5,76,46,34,38.0,165.21,3,5,0,0,2015
65,Stuart Binny,13,8,4,74,66,20,18.5,112.12,7,1,0,0,2015
66,Ashish Reddy,6,5,2,73,46,22,24.33,158.69,3,5,0,0,2015
67,Ryan ten Doeschate,6,5,2,61,45,38,20.33,135.55,4,3,0,0,2015
68,Manoj Tiwary,5,3,1,57,56,32,28.5,101.78,8,1,0,0,2015
69,Piyush Chawla,13,8,4,54,47,22,13.5,114.89,5,2,0,0,2015
70,Ravichandran Ashwin,14,6,3,52,32,23,17.33,162.5,6,1,0,0,2015
71,Jagadeesha Suchith,13,6,5,48,32,34,48.0,150.0,4,2,0,0,2015
72,Hanuma Vihari,5,4,0,39,35,16,9.75,111.42,6,0,0,0,2015
73,Manvinder Bisla,2,2,0,37,30,20,18.5,123.33,6,1,0,0,2015
74,Shakib Al Hasan,4,3,0,36,27,23,12.0,133.33,5,0,0,0,2015
75,Rishi Dhawan,5,5,3,36,33,25,18.0,109.09,2,2,0,0,2015
76,Gurkeerat Mann Singh,5,5,0,35,39,15,7.0,89.74,3,1,0,0,2015
77,Kane Williamson,2,2,1,31,27,26,31.0,114.81,1,1,0,0,2015
78,Johan Botha,4,3,0,31,15,17,10.33,206.66,5,1,0,0,2015
79,Mitchell Johnson,9,8,4,31,36,13,7.75,86.11,1,1,0,0,2015
80,Umesh Yadav,12,4,3,29,14,24,29.0,207.14,5,1,0,0,2015
81,Mohit Sharma,16,6,3,28,18,21,9.33,155.55,1,2,0,0,2015
82,Aaron Finch,3,3,1,23,33,10,11.5,69.69,4,0,0,0,2015
83,Nathan Coulter-Nile,11,5,1,20,18,6,5.0,111.11,2,1,0,0,2015
84,Dale Steyn,6,3,2,20,13,19,20.0,153.84,3,0,0,0,2015
85,Iqbal Abdulla,5,2,0,20,18,20,10.0,111.11,4,0,0,0,2015
86,Harshal Patel,15,7,2,19,12,9,3.8,158.33,0,2,0,0,2015
87,Anureet Singh,14,6,3,18,31,10,6.0,58.06,0,1,0,0,2015
88,Bhuvneshwar Kumar,14,3,2,17,10,11,17.0,170.0,2,1,0,0,2015
89,Praveen Kumar,12,4,1,17,25,12,5.66,68.0,1,0,0,0,2015
90,Sean Abbott,2,2,0,15,13,14,7.5,115.38,1,1,0,0,2015
91,Aditya Tare,2,2,0,14,17,7,7.0,82.35,1,0,0,0,2015
92,Rilee Rossouw,2,2,0,14,10,14,7.0,140.0,1,1,0,0,2015
93,Darren Sammy,2,2,0,13,18,7,6.5,72.22,0,0,0,0,2015
94,Mitchell McClenaghan,12,3,2,13,6,12,13.0,216.66,0,2,0,0,2015
95,Tim Southee,7,3,2,13,9,7,13.0,144.44,1,0,0,0,2015
96,Thisara Perera,2,2,0,12,15,9,6.0,80.0,0,1,0,0,2015
97,Mitchell Starc,13,3,2,11,14,9,11.0,78.57,1,0,0,0,2015
98,Karanveer Singh,4,3,2,11,16,5,11.0,68.75,1,0,0,0,2015
99,Abu Nechim,3,3,2,10,5,5,10.0,200.0,2,0,0,0,2015
100,Sandeep Sharma,14,3,2,9,14,7,9.0,64.28,1,0,0,0,2015
101,Amit Mishra,12,4,2,8,12,4,4.0,66.66,0,0,0,0,2015
102,Ankit Sharma,4,2,1,7,6,7,7.0,116.66,1,0,0,0,2015
103,Brad Hogg,6,2,1,7,6,5,7.0,116.66,0,0,0,0,2015
104,Shardul Thakur,1,1,1,7,6,7,0.0,116.66,1,0,0,0,2015
105,Lasith Malinga,15,1,1,6,10,6,0.0,60.0,1,0,0,0,2015
106,Varun Aaron,6,1,0,6,3,6,6.0,200.0,0,1,0,0,2015
107,Azhar Mahmood,1,1,0,6,7,6,6.0,85.71,1,0,0,0,2015
108,Imran Tahir,10,2,1,5,6,3,5.0,83.33,0,0,0,0,2015
109,Morne Morkel,7,1,1,4,3,4,0.0,133.33,0,0,0,0,2015
110,Chidhambaram Gautam,1,1,0,4,5,4,4.0,80.0,0,0,0,0,2015
111,Nic Maddinson,1,1,0,4,7,4,4.0,57.14,1,0,0,0,2015
112,Dhawal Kulkarni,11,2,0,4,11,3,2.0,36.36,0,0,0,0,2015
113,Pravin Tambe,10,2,2,3,5,2,0.0,60.0,0,0,0,0,2015
114,Parveez Rasool,2,1,1,2,2,2,0.0,100.0,0,0,0,0,2015
115,Shahbaz Nadeem,4,1,0,2,7,2,2.0,28.57,0,0,0,0,2015
116,Ronit More,2,1,1,2,2,2,0.0,100.0,0,0,0,0,2015
117,Domnic Joseph,6,2,1,1,3,1,1.0,33.33,0,0,0,0,2015
118,Ashish Nehra,16,4,3,1,7,1,1.0,14.28,0,0,0,0,2015
119,Yuzvendra Chahal,15,2,2,1,1,1,0.0,100.0,0,0,0,0,2015
120,Shreyas Gopal,1,1,1,1,1,1,0.0,100.0,0,0,0,0,2015
121,Bipul Sharma,4,1,0,1,2,1,1.0,50.0,0,0,0,0,2015
122,Juan Theron,1,1,1,1,1,1,0.0,100.0,0,0,0,0,2015
123,Beuran Hendricks,4,2,2,1,2,1,0.0,50.0,0,0,0,0,2015
124,Vinay Kumar,13,3,2,0,2,0,0.0,0.0,0,0,0,0,2015
125,Sunil Narine,8,1,1,0,1,0,0.0,0.0,0,0,0,0,2015
126,Pat Cummins,3,1,0,0,2,0,0.0,0.0,0,0,0,0,2015
127,Rajat Bhatia,2,1,0,0,1,0,0.0,0.0,0,0,0,0,2015
128,Sreenath Aravind,5,1,1,0,1,0,0.0,0.0,0,0,0,0,2015
129,Virat Kohli,16,16,4,973,640,113,81.08,152.03,83,38,4,7,2016
130,David Warner,17,17,3,848,560,93,60.57,151.42,88,31,0,9,2016
131,AB de Villiers,16,16,3,687,407,129,52.84,168.79,57,37,1,6,2016
132,Shikhar Dhawan,17,17,4,501,429,82,38.53,116.78,51,8,0,4,2016
133,Gautam Gambhir,15,15,2,501,411,90,38.53,121.89,54,6,0,5,2016
134,Rohit Sharma,14,14,3,489,368,85,44.45,132.88,49,16,0,5,2016
135,Ajinkya Rahane,14,14,3,480,379,74,43.63,126.64,54,9,0,6,2016
136,Murali Vijay,14,14,1,453,364,89,34.84,124.45,50,10,0,5,2016
137,Quinton de Kock,13,13,1,445,327,108,37.08,136.08,52,13,1,3,2016
138,Suresh Raina,15,15,1,399,312,75,28.5,127.88,39,10,0,3,2016
139,KL Rahul,14,12,3,397,271,68,44.11,146.49,37,16,0,4,2016
140,Robin Uthappa,15,15,0,394,289,72,26.26,136.33,45,8,0,3,2016
141,Aaron Finch,13,12,2,393,299,74,39.3,131.43,45,11,0,5,2016
142,Yusuf Pathan,15,13,8,361,248,63,72.2,145.56,33,13,0,3,2016
143,Karun Nair,14,12,2,357,297,83,35.7,120.2,40,6,0,3,2016
144,Brendon McCullum,16,16,0,354,262,60,22.12,135.11,38,16,0,1,2016
145,Dinesh Karthik,16,15,2,335,266,53,25.76,125.93,38,3,0,3,2016
146,Ambati Rayudu,13,12,1,334,278,65,30.36,120.14,28,12,0,2,2016
147,Dwayne Smith,12,12,1,324,221,73,29.45,146.6,35,16,0,3,2016
148,Sanju Samson,14,14,3,291,259,60,26.45,112.35,20,8,0,1,2016
149,MS Dhoni,14,12,5,284,210,64,40.57,135.23,18,14,0,1,2016
150,Steve Smith,8,7,1,270,176,101,45.0,153.4,27,8,1,0,2016
151,Wriddhiman Saha,12,12,1,270,212,56,24.54,127.35,29,1,0,2,2016
152,Jos Buttler,14,14,3,255,184,41,23.18,138.58,23,11,0,0,2016
153,Manish Pandey,12,11,3,248,183,52,31.0,135.51,17,9,0,2,2016
154,Krunal Pandya,12,9,3,237,124,86,39.5,191.12,22,13,0,1,2016
155,Yuvraj Singh,10,10,1,236,179,44,26.22,131.84,22,13,0,0,2016
156,Chris Gayle,10,10,0,227,150,76,22.7,151.33,17,21,0,2,2016
157,Kieron Pollard,13,12,4,207,144,51,25.87,143.75,11,16,0,1,2016
158,Faf du Plessis,6,6,0,206,162,69,34.33,127.16,17,9,0,2,2016
159,Rishabh Pant,10,10,2,198,152,69,24.75,130.26,19,6,0,1,2016
160,Chris Morris,12,7,4,195,109,82,65.0,178.89,15,12,0,1,2016
161,JP Duminy,10,8,3,191,156,49,38.2,122.43,13,3,0,0,2016
162,Ravindra Jadeja,15,15,6,191,178,36,21.22,107.3,14,4,0,0,2016
163,Andre Russell,12,8,1,188,114,39,26.85,164.91,10,15,0,0,2016
164,Moises Henriques,17,15,3,182,158,31,15.16,115.18,15,6,0,0,2016
165,Suryakumar Yadav,15,11,4,182,143,60,26.0,127.27,18,5,0,1,2016
166,Shane Watson,16,15,2,179,134,36,13.76,133.58,14,12,0,0,2016
167,Glenn Maxwell,11,11,2,179,124,68,19.88,144.35,14,8,0,2,2016
168,Parthiv Patel,10,10,0,177,152,81,17.7,116.44,23,4,0,1,2016
169,Saurabh Tiwary,10,7,0,170,141,57,24.28,120.56,17,4,0,2,2016
170,Manan Vohra,7,7,0,161,131,51,23.0,122.9,19,3,0,1,2016
171,David Miller,14,13,3,161,131,31,16.1,122.9,11,4,0,0,2016
172,Shaun Marsh,6,6,1,159,134,56,31.8,118.65,13,4,0,1,2016
173,Hashim Amla,6,6,0,157,119,96,26.16,131.93,20,4,0,1,2016
174,Thisara Perera,12,10,3,150,93,34,21.42,161.29,7,11,0,0,2016
175,Marcus Stoinis,7,5,1,146,108,52,36.5,135.18,13,4,0,1,2016
176,Deepak Hooda,17,15,1,144,121,34,10.28,119.0,9,5,0,0,2016
177,Naman Ojha,17,13,3,136,138,37,13.6,98.55,7,5,0,0,2016
178,Usman Khawaja,6,6,0,127,100,30,21.16,127.0,14,3,0,0,2016
179,Kane Williamson,6,6,0,124,122,50,20.66,101.63,14,0,0,1,2016
180,Eoin Morgan,7,6,1,123,105,51,24.6,117.14,8,4,0,1,2016
181,Sachin Baby,11,6,1,119,79,33,23.8,150.63,9,5,0,0,2016
182,Shakib Al Hasan,10,7,2,114,106,66,22.8,107.54,7,5,0,1,2016
183,Gurkeerat Mann Singh,7,6,1,113,86,51,22.6,131.39,11,3,0,1,2016
184,Axar Patel,14,10,3,111,77,36,15.85,144.15,4,8,0,0,2016
185,Nitish Rana,4,3,0,104,75,70,34.66,138.66,7,8,0,1,2016
186,Dwayne Bravo,15,13,5,99,82,22,12.37,120.73,11,1,0,0,2016
187,Harbhajan Singh,14,7,4,92,84,45,30.66,109.52,11,2,0,0,2016
188,Sam Billings,5,4,0,88,64,54,22.0,137.5,4,4,0,1,2016
189,George Bailey,6,5,1,84,98,34,21.0,85.71,9,2,0,0,2016
190,Carlos Brathwaite,8,6,0,83,38,34,13.83,218.42,6,8,0,0,2016
191,James Faulkner,7,5,2,77,59,32,25.66,130.5,7,0,0,0,2016
192,Kevin Pietersen,4,4,2,73,61,37,36.5,119.67,4,3,0,0,2016
193,Sarfaraz Khan,5,4,2,66,31,35,33.0,212.9,7,4,0,0,2016
194,Ben Cutting,4,4,2,65,34,39,32.5,191.17,4,6,0,0,2016
195,Stuart Binny,14,6,3,63,39,21,21.0,161.53,5,4,0,0,2016
196,Pawan Negi,8,6,4,57,59,19,28.5,96.61,2,3,0,0,2016
197,Martin Guptill,3,3,0,57,55,48,19.0,103.63,3,3,0,0,2016
198,Travis Head,3,3,1,54,40,37,27.0,135.0,3,2,0,0,2016
199,Bipul Sharma,7,4,2,51,25,27,25.5,204.0,1,5,0,0,2016
200,Ashish Reddy,4,3,1,47,29,32,23.5,162.06,2,4,0,0,2016
201,Hardik Pandya,11,9,2,44,63,9,6.28,69.84,4,0,0,0,2016
202,Bhuvneshwar Kumar,17,8,2,43,27,21,7.16,159.25,6,1,0,0,2016
203,Kedar Jadhav,4,3,3,42,32,25,0.0,131.25,2,2,0,0,2016
204,Ishan Kishan,5,5,0,42,41,27,8.4,102.43,5,0,0,0,2016
205,Ravichandran Ashwin,14,6,4,41,38,29,20.5,107.89,3,1,0,0,2016
206,Iqbal Abdulla,8,2,2,37,27,33,0.0,137.03,4,1,0,0,2016
207,Karn Sharma,5,3,3,36,30,26,0.0,120.0,3,1,0,0,2016
208,Rajat Bhatia,10,6,5,34,20,21,34.0,170.0,1,2,0,0,2016
209,Mitchell McClenaghan,14,5,2,34,23,20,11.33,147.82,2,3,0,0,2016
210,Mohit Sharma,14,6,2,32,26,15,8.0,123.07,3,1,0,0,2016
211,Colin Munro,4,3,0,30,30,16,10.0,100.0,3,0,0,0,2016
212,Tim Southee,11,4,1,30,19,25,10.0,157.89,1,2,0,0,2016
213,Shreyas Iyer,6,6,0,30,43,19,5.0,69.76,2,1,0,0,2016
214,Praveen Kumar,16,7,3,28,27,15,7.0,103.7,4,0,0,0,2016
215,Mayank Agarwal,3,3,0,27,25,10,9.0,108.0,3,1,0,0,2016
216,Piyush Chawla,12,3,0,27,26,11,9.0,103.84,4,0,0,0,2016
217,Chris Lynn,2,2,1,25,22,15,25.0,113.63,0,1,0,0,2016
218,Eklavya Dwivedi,4,2,0,24,14,19,12.0,171.42,2,2,0,0,2016
219,Rajagopal Sathish,4,3,0,24,24,10,8.0,100.0,1,1,0,0,2016
220,Dhawal Kulkarni,14,5,3,23,15,6,11.5,153.33,2,0,0,0,2016
221,Nikhil Naik,2,2,0,23,31,22,11.5,74.19,1,0,0,0,2016
222,Jason Holder,4,4,0,22,19,13,5.5,115.78,2,1,0,0,2016
223,Akshdeep Nath,4,3,0,20,27,12,6.66,74.07,1,0,0,0,2016
224,Pradeep Sahu,5,2,1,19,13,18,19.0,146.15,1,1,0,0,2016
225,Albie Morkel,2,1,0,16,9,16,16.0,177.77,0,2,0,0,2016
226,Rishi Dhawan,2,2,2,14,6,11,0.0,233.33,0,1,0,0,2016
227,Farhaan Behardien,3,3,1,14,13,9,7.0,107.69,2,0,0,0,2016
228,Vinay Kumar,3,2,1,13,12,12,13.0,108.33,0,1,0,0,2016
229,Kyle Abbott,5,3,2,13,8,12,13.0,162.5,0,1,0,0,2016
230,KC Cariappa,5,2,1,13,11,12,13.0,118.18,0,1,0,0,2016
231,Irfan Pathan,4,3,0,11,13,7,3.66,84.61,0,0,0,0,2016
232,Parveez Rasool,4,1,0,10,9,10,10.0,111.11,1,0,0,0,2016
233,Nathan Coulter-Nile,4,2,2,9,14,7,0.0,64.28,1,0,0,0,2016
234,Umesh Yadav,9,2,1,9,5,7,9.0,180.0,0,1,0,0,2016
235,Jasprit Bumrah,14,2,1,8,11,6,8.0,72.72,1,0,0,0,2016
236,Lendl Simmons,1,1,0,8,8,8,8.0,100.0,0,1,0,0,2016
237,Aditya Tare,3,2,0,8,15,8,4.0,53.33,1,0,0,0,2016
238,Sandeep Sharma,14,4,4,8,9,5,0.0,88.88,0,0,0,0,2016
239,Mitchell Marsh,3,1,0,7,11,7,7.0,63.63,0,0,0,0,2016
240,Pravin Tambe,7,1,1,7,19,7,0.0,36.84,1,0,0,0,2016
241,Sunil Narine,11,4,3,7,13,4,7.0,53.84,0,0,0,0,2016
242,Jayant Yadav,5,2,0,6,10,5,3.0,60.0,0,0,0,0,2016
243,Peter Handscomb,2,1,0,6,12,6,6.0,50.0,0,0,0,0,2016
244,Zaheer Khan,12,2,0,6,13,4,3.0,46.15,1,0,0,0,2016
245,David Wiese,1,1,1,5,4,5,0.0,125.0,0,0,0,0,2016
246,Imran Tahir,4,1,0,5,7,5,5.0,71.42,1,0,0,0,2016
247,Mitchell Johnson,3,3,1,5,14,4,2.5,35.71,0,0,0,0,2016
248,Barinder Sran,14,4,4,4,4,2,0.0,100.0,0,0,0,0,2016
249,Amit Mishra,14,2,0,4,14,3,2.0,28.57,0,0,0,0,2016
250,Ankit Sharma,3,1,1,3,3,3,0.0,100.0,0,0,0,0,2016
251,Chris Jordan,9,1,0,3,4,3,3.0,75.0,0,0,0,0,2016
252,Shreyas Gopal,1,1,0,2,16,2,2.0,12.5,0,0,0,0,2016
253,Mohammad Shami,8,2,2,2,4,2,0.0,50.0,0,0,0,0,2016
254,Ashish Nehra,8,2,2,1,1,1,0.0,100.0,0,0,0,0,2016
255,Shadab Jakati,6,1,1,1,2,1,0.0,50.0,0,0,0,0,2016
256,Morne Morkel,10,2,2,1,1,1,0.0,100.0,0,0,0,0,2016
257,Kane Richardson,4,1,1,1,1,1,0.0,100.0,0,0,0,0,2016
258,Dale Steyn,1,1,0,1,2,1,1.0,50.0,0,0,0,0,2016
259,Shahbaz Nadeem,4,1,1,1,5,1,0.0,20.0,0,0,0,0,2016
260,Murugan Ashwin,10,1,0,0,1,0,0.0,0.0,0,0,0,0,2016
261,Shivil Kaushik,7,2,1,0,1,0,0.0,0.0,0,0,0,0,2016
262,Swapnil Singh,1,1,0,0,1,0,0.0,0.0,0,0,0,0,2016
263,Adam Zampa,5,1,0,0,1,0,0.0,0.0,0,0,0,0,2016
264,Unmukt Chand,1,1,0,0,4,0,0.0,0.0,0,0,0,0,2016
265,David Warner,14,14,3,641,452,126,58.27,141.81,63,26,1,4,2017
266,Gautam Gambhir,16,16,4,498,389,76,41.5,128.02,61,7,0,4,2017
267,Shikhar Dhawan,14,14,1,479,376,77,36.84,127.39,53,9,0,3,2017
268,Steve Smith,15,15,3,472,387,84,39.33,121.96,38,12,0,3,2017
269,Suresh Raina,14,14,3,442,307,84,40.18,143.97,42,13,0,3,2017
270,Hashim Amla,10,10,3,420,288,104,60.0,145.83,40,17,2,2,2017
271,Manish Pandey,14,13,5,396,308,81,49.5,128.57,28,12,0,2,2017
272,Parthiv Patel,16,16,0,395,293,70,24.68,134.81,49,8,0,2,2017
273,Rahul Tripathi,14,14,0,391,267,93,27.92,146.44,43,17,0,2,2017
274,Robin Uthappa,14,13,0,388,235,87,29.84,165.1,36,21,0,5,2017
275,Sanju Samson,14,14,0,386,273,102,27.57,141.39,32,19,1,2,2017
276,Kieron Pollard,17,16,3,385,276,70,29.61,139.49,26,22,0,3,2017
277,Ajinkya Rahane,16,16,1,382,323,60,25.46,118.26,35,9,0,2,2017
278,Rishabh Pant,14,14,0,366,221,97,26.14,165.61,28,24,0,2,2017
279,Dinesh Karthik,14,13,3,361,259,65,36.1,139.38,30,11,0,2,2017
280,Shreyas Iyer,12,12,2,338,243,96,33.8,139.09,36,10,0,2,2017
281,Rohit Sharma,17,16,2,333,273,67,23.78,121.97,31,9,0,3,2017
282,Nitish Rana,13,12,1,333,264,62,30.27,126.13,24,17,0,3,2017
283,Manoj Tiwary,15,13,3,324,236,60,32.4,137.28,31,11,0,2,2017
284,Brendon McCullum,11,11,0,319,217,72,29.0,147.0,29,18,0,2,2017
285,Ben Stokes,12,11,1,316,221,103,31.6,142.98,22,15,1,1,2017
286,Glenn Maxwell,14,13,3,310,179,47,31.0,173.18,19,26,0,0,2017
287,Virat Kohli,10,10,0,308,252,64,30.8,122.22,23,11,0,4,2017
288,Aaron Finch,13,13,1,299,180,72,24.91,166.11,25,19,0,2,2017
289,Chris Lynn,7,7,1,295,163,93,49.16,180.98,25,19,0,3,2017
290,MS Dhoni,16,15,4,290,250,61,26.36,116.0,15,16,0,1,2017
291,Karun Nair,14,13,0,281,226,64,21.61,124.33,39,6,0,1,2017
292,Moises Henriques,12,11,5,277,203,55,46.16,136.45,28,4,0,3,2017
293,Ishan Kishan,11,10,0,277,206,61,27.7,134.46,29,13,0,1,2017
294,Jos Buttler,10,10,0,272,177,77,27.2,153.67,27,15,0,1,2017
295,Kedar Jadhav,13,13,1,267,186,69,22.25,143.54,25,10,0,1,2017
296,Shaun Marsh,9,8,0,264,194,84,33.0,136.08,36,5,0,2,2017
297,Kane Williamson,7,7,1,256,169,89,42.66,151.47,20,10,0,2,2017
298,Yuvraj Singh,12,11,2,252,177,70,28.0,142.37,30,8,0,2,2017
299,Hardik Pandya,17,16,9,250,160,35,35.71,156.25,11,20,0,0,2017
300,Krunal Pandya,13,11,4,243,179,47,34.71,135.75,24,7,0,0,2017
301,Dwayne Smith,12,12,1,239,156,74,21.72,153.2,32,8,0,2,2017
302,Wriddhiman Saha,14,11,1,234,187,93,23.4,125.13,20,8,0,1,2017
303,Manan Vohra,11,9,0,229,159,95,25.44,144.02,23,9,0,1,2017
304,Axar Patel,14,13,5,227,162,44,28.37,140.12,11,11,0,0,2017
305,Sunil Narine,16,14,1,224,130,54,17.23,172.3,34,10,0,1,2017
306,AB de Villiers,9,9,1,216,163,89,27.0,132.51,12,16,0,1,2017
307,Chris Gayle,9,9,0,200,163,77,22.22,122.69,15,14,0,1,2017
308,Mandeep Singh,11,10,0,188,177,52,18.8,106.21,21,4,0,1,2017
309,Ravindra Jadeja,12,10,6,158,113,28,39.5,139.82,13,4,0,0,2017
310,Chris Morris,9,9,4,154,94,52,30.8,163.82,15,6,0,1,2017
311,Travis Head,7,7,2,151,108,75,30.2,139.81,9,6,0,1,2017
312,Pawan Negi,12,10,2,144,111,35,18.0,129.72,10,7,0,0,2017
313,Yusuf Pathan,15,11,3,143,115,59,17.87,124.34,9,6,0,1,2017
314,Corey Anderson,11,11,4,142,123,41,20.28,115.44,8,9,0,0,2017
315,Sam Billings,6,6,0,138,104,55,23.0,132.69,19,1,0,1,2017
316,Lendl Simmons,7,7,0,137,112,66,19.57,122.32,10,8,0,2,2017
317,Martin Guptill,7,7,1,132,88,50,22.0,150.0,17,5,0,1,2017
318,Colin de Grandhomme,12,9,1,126,92,36,15.75,136.95,10,6,0,0,2017
319,Suryakumar Yadav,10,7,1,105,88,31,17.5,119.31,8,3,0,0,2017
320,Vijay Shankar,4,4,2,101,75,63,50.5,134.66,12,1,0,1,2017
321,Ambati Rayudu,5,5,0,91,78,63,18.2,116.66,7,3,0,1,2017
322,David Miller,5,4,1,83,80,30,27.66,103.75,4,4,0,0,2017
323,Naman Ojha,14,5,1,79,65,34,19.75,121.53,2,3,0,0,2017
324,Dan Christian,13,9,4,79,49,17,15.8,161.22,5,5,0,0,2017
325,Deepak Hooda,10,6,3,78,52,19,26.0,150.0,5,4,0,0,2017
326,Stuart Binny,8,7,2,78,76,18,15.6,102.63,6,3,0,0,2017
327,Pat Cummins,12,9,4,77,53,24,15.4,145.28,5,4,0,0,2017
328,Shane Watson,8,7,1,71,78,24,11.83,91.02,6,1,0,0,2017
329,Eoin Morgan,4,4,0,65,62,26,16.25,104.83,6,2,0,0,2017
330,Jason Roy,3,3,1,59,40,31,29.5,147.5,9,1,0,0,2017
331,Kagiso Rabada,6,3,0,55,64,44,18.33,85.93,5,1,0,0,2017
